No.;name;comment;sizes;availability;expiry;Visibility;Revise;category;image;price
#61521;H0300-SONNE;Sonne;Ã¸13mm;NEW;2023. 04. 28.;visible;;9;/61521;5,50
#61520;H0939-ANKER;Anker;25mm;;;visible;;9;/61520;5,00
#61518;HEN049-ILD,G;Ich liebe dich;Ã¸11mm;;;visible;;9;/61518;6,50
#61517;H1284-ONLYYOU;Only You Herz;ca. 12mm;;;visible;;9;/61517;6,50
#61516;PP3232;Sonne mit Schlaufe;Ã¸13mm;NEW;;visible;;341;/61516;6,50
#61515;PP3227;Katze mit Schlaufe;ca. 13mm;NEW;;visible;;217;/61515;5,75
#61514;PP3222;Fisch mit Schlaufe;ca. 19mm;NEW;;visible;;;/61514;4,75
#61513;PP2364-GP;Freiheitsstatue New York, Flamme Goldplattiert mit RingÃ¶se;HÃ¶he ca. 21mm;;;visible;;;/61513;9,50
#61511;PP3220-GP;LogoplÃ¤ttchen mit Seilmuster;Ã¸11mm;NEW;;visible;;316;/61511;4,50
#61510;PP3220;LogoplÃ¤ttchen mit Seilmuster;Ã¸11mm;NEW;;visible;;316;/61510;3,50
#61509;EP2657;Anker;ca. 7mm;NEW;2023. 03. 31.;visible;;;/61509;4,50
#61508;EP2656-SP-GP;Stab mit PlÃ¤ttchen, Bicolor, GehÃ¤mmert, Ohrstecker (Set);LÃ¤ng ca. 35mm;NEW;2023. 03. 31.;visible;;319,382;/61508;19,50
#61507;EP2655;OhrhÃ¤nger mit Kreisen;LÃ¤nge ca. 24mm;NEW;2023. 03. 31.;visible;;319;/61507;9,75
#61506;EP2654;Stecker geometrisch;HÃ¶he ca. 27mm;NEW;2023. 03. 31.;visible;;319;/61506;11,75
#61505;EP2661-GP;Blume im Kreis;ca. 15mm;NEW;2023. 03. 31.;visible;;;/61505;8,25
#61504;EP2661;Blume im Kreis;ca. 15mm;NEW;2023. 03. 31.;visible;;;/61504;6,50
#61503;EP2660-GP;Blume im Kreis;ca. 23mm;NEW;2023. 03. 31.;visible;;;/61503;13,50
#61502;EP2660;Blume im Kreis;ca. 23mm;NEW;2023. 03. 31.;visible;;;/61502;10,50
#61501;EP2659-GP;Blumencreole;ca. 37mm;NEW;2023. 03. 31.;visible;;;/61501;18,50
#61500;EP2659;Bulemncreole;ca. 37mm;NEW;2023. 03. 31.;visible;;;/61500;14,50
#61499;EP2658-GP;Blumencreole;ca. 26mm;NEW;2023. 03. 31.;visible;;;/61499;10,75
#61498;EP2658;Blumencreole;ca. 26mm;NEW;2023. 03. 31.;visible;;;/61498;8,75
#61492;PP2408-GP;Kleines Peace Zeichen mit fester Ã–se, Goldplattiert;ca. 8mm;;;visible;;189;/61492;4,00
#61491;NS159-GP;Collier mit beidseitiger Perlmuttblume;42+3cm;;;visible;;;/61491;23,75
#61490;NS159;Collier mit beidseitiger Perlmuttblume;45+5cm;;;visible;;;/61490;21,50
#61489;SING0,30;Singapurkette;40cm 4,25â‚¬, 42cm 4,50â‚¬, 45cm 4,75â‚¬, 50cm 5,25â‚¬;;;visible;;26;/61489;5,25
#61488;RD0,40;Kordelkette ( im Warenkorb bei Kommentar Feld bitte die gewÃ¼nschte lÃ¤nge schreiben );40cm 8,75â‚¬, 42cm 9,25â‚¬, 45cm 9,75â‚¬, 50cm 11,00â‚¬, 60cm 12,75â‚¬;NEW;;visible;;26;/61488;12,75
#61486;BL1,00D-GP;Kugelkette diamantiert vergoldet 1mm ( im Warenkorb bei Kommentar Feld bitte die gewÃ¼nschte lÃ¤nge schreiben );3er Pack 38cm 9,75â‚¬,  3er Pack 40cm 10,50â‚¬, 3er Pack 42cm 11,25â‚¬, 3er Pack 45cm 12,00â‚¬;;;visible;;22,26,27,6;/61486;10,50
#61485;BL1,00D;Kugelkette diamantiert 1mm ( im Warenkorb bei Kommentar Feld bitte die gewÃ¼nschte lÃ¤nge schreiben );3er Pack 38cm 8,25â‚¬, 3er Pack 40cm 9,00â‚¬, 3er Pack 42cm 9,75â‚¬, 3er Pack 45cm 10,50â‚¬;;;visible;;22,26,27,6;/61485;10,50
#61484;PS1309-GP;Perlmuttherz mit Zirkonia, Goldplattiert;21x21mm;;;visible;;;/61484;22,50
#61483;EP2427;Pluszeichen;Ã¸ ca. 10mm;;;visible;;319;/61483;6,25
#61482;ES1139-GP-KORALLE;Koralle Herzschloss Ohrstecker, Goldplattiert;ca. 12mm;;;visible;;;/61482;9,75
#61481;ES1127-TUERKIS;TÃ¼rkisblume;ca. 11mm;;;visible;;;/61481;11,00
#61480;ES1127-ONYX;Onyxblume;ca. 11mm;;;visible;;;/61480;11,00
#61479;ES1127-LAPIS;Lapisblume;ca. 11mm;;;visible;;;/61479;11,00
#61478;ES1127-KORALLE;Korallenblume;ca. 11mm;;;visible;;;/61478;11,00
#61477;ES1000-ROSA;Ohrstecker Perlmuttblume Rosa;ca. 7mm;NEW;;visible;;;/61477;8,00
#61476;ES420-GP,TUERKIS;TÃ¼rkisstecker, rund;Ã˜ ca. 6mm;;;visible;;;/61476;8,50
#61475;ES420-GP,LAPIS;Lapisstecker, rund;Ã˜ ca. 6mm;;;visible;;;/61475;8,50
#61474;ES420-GP,KORALLE;Korallenstecker, rund;Ã˜ ca. 6mm;;;visible;;;/61474;8,50
#61473;EPEN023-HELLBLAU;Fisch emaille;6x10mm;NEW;2023. 03. 31.;visible;;;/61473;7,25
#61472;EP2653-GP;Creole Seilmuster;Ã¸ ca. 21mm;NEW;2023. 03. 31.;visible;;;/61472;7,00
#61471;EP2653;Creole Seilmuster;Ã¸ ca. 21mm;NEW;2023. 03. 31.;visible;;;/61471;6,00
#61470;EP2652-GP;Creole Seilmuster;Ã¸ ca. 14mm;NEW;2023. 03. 31.;visible;;;/61470;6,50
#61469;EP2652;Creole Seilmuster;Ã¸ ca. 14mm;NEW;2023. 03. 31.;visible;;;/61469;5,50
#61468;EHS088-WH;Klappcreole mit Zirkonia;Ã¸ ca. 16mm;;;visible;;;/61468;25,50
#61467;EHS008-WH;Klappcreole mit Zirkonia;Ã¸ ca. 15mm;;;visible;;;/61467;17,50
#61466;EH140;Klappcreole Rindenmuster, Rillen, Linien;Ã¸ ca. 18mm;;;visible;;;/61466;27,50
#61464;NP879;Collier mit Tauben (matt,glanz);40+5cm;NEW;2023. 03. 31.;visible;;;/61464;15,50
#61463;RL334PFL-GP;Rechteckige Rollokette verstellbar;60cm;;;visible;;;/61463;12,50
#61462;RL334PFL;Rechteckige Rollokette verstellbar;60cm;;;visible;;;/61462;10,75
#61460;PPEN049-BLAU;Blaues Seepferd emaille, AnhÃ¤nger mit Schlaufe;HÃ¶he ca. 20mm;;;visible;;323;/61460;6,50
#61459;PP3216;Schiff Steuerrad;Ã¸17mm;NEW;;visible;;323;/61459;4,25
#61456;PP3054-GP;Drahtspiel, Goldplattiert, GebÃ¼rstet, AnhÃ¤nger (Set);ca. 24mm;;;visible;;373;/61456;10,00
#61455;PP2639-GP;Blumenmuster, Kugelnrand;ca. 33mm;NEW;;visible;;;/61455;18,50
#61454;PP2639;Blumenmuster, Kugelnrand;ca. 33mm;NEW;;visible;;;/61454;17,00
#61453;PS1309;Perlmuttherz mit Zirkonia;21x21mm;;;visible;;;/61453;21,50
#61452;PS1307-GP;Perlmuttherz, Goldplattiert;18x18mm;;;visible;;;/61452;15,00
#61451;PS1307;Perlmuttherz;ca. 18x18mm;;;visible;;;/61451;14,00
#61450;PS1300-TUERKIS;TÃ¼rkisblume;17x17mm;;;visible;;;/61450;11,00
#61449;PS1300-ROSA;Perlmuttblume;17x17mm;;;visible;;;/61449;11,00
#61448;PS1300-ONYX;Onyxblume;17x17mm;;;visible;;;/61448;11,00
#61447;PS1300-LAPIS;Lapisblume;17x17mm;;;visible;;;/61447;11,00
#61446;PS1300-KORALLE;Korallenblume;17x17mm;;;visible;;;/61446;11,00
#61445;PS1300-KORALLE,GP;Korallenblume;17x17mm;;;visible;;;/61445;12,75
#61444;PS1300-GP,TUERKIS;TÃ¼rkisblume;17x17mm;;;visible;;;/61444;12,75
#61443;PS1300-GP,ROSA;Perlmuttblume;17x17mm;;;visible;;;/61443;12,75
#61442;PS1300-GP,ONYX;Onyxblume;17x17mm;;;visible;;;/61442;12,75
#61441;PS1300-GP,LAPIS;Lapisblume;17x17mm;;;visible;;;/61441;12,75
#61440;EP2649;Muschel, OhrhÃ¤nger (Set);ca. 16mm;NEW;2023. 03. 31.;visible;;;/61440;9,75
#61439;EP2649-GP;Muschel, goldplattiert, OhrhÃ¤nger (Set);ca. 16mm;NEW;2023. 04. 28.;visible;;;/61439;12,50
#61438;EP2636-GP;Filigran OhrhÃ¤nger, Goldplattiert (Set);Ã¸19mm;;;visible;;329;/61438;10,50
#61437;EP2636;Filigran OhrhÃ¤nger (Set);Ã¸19mm;;;visible;;329;/61437;8,00
#61436;BS351-OPAL;Armband antikstil mit Opal;16,5+3cm Ã¸ca. 11m;;;visible;;223,22,27,6;/61436;11,50
#61435;BS351-GP,OPAL;Armband antikstil mit Opal;16,5+3cm Ã¸ca.11mm;;;visible;;223,22,27,6;/61435;14,50
#61433;BS351-GP,MONDSTEIN;Armband antikstil mit Opal;16,5+3cm Ã¸ca. 11mm;;;visible;;22,27,6;/61433;14,50
#61432;BS351-GP,BLAUOPAL;Armband antikstil mit Opal;16,5+3cm Ã¸ca. 11mm;;;visible;;223,22,27,6;/61432;14,50
#61431;BS351-BLAUOPAL;Armband antikstil mit Opal;16,5+3cm Ã¸ca. 11mm;;;visible;;223,22,27,6;/61431;11,50
#61428;BP-B,11809-GP;Armband mit PlÃ¤ttchen und KÃ¼gelchen;15,5+3cm;;;visible;;22,27,6;/61428;12,25
#61427;BP-B,11809;Armband mit PlÃ¤ttchen und KÃ¼gelchen;15,5+3cm;;;visible;;22,27,6;/61427;11,00
#61424;BP444-GP;Armband mit Kreis;16,5+3cm;;;visible;;22,22,27,27,319,6,6;/61424;12,25
#61422;BPVRL5-20CM;Rolloarmband;20CM;BACK IN;;visible;;22,27,6;/61422;19,50
#61421;EPEN023;Fisch emaille;6x10mm;NEW;2023. 04. 28.;visible;;;/61421;7,25
#61420;EPEN019;Blume, rosa Emaille;8x8mm;NEW;2023. 03. 31.;visible;;;/61420;6,00
#61419;EPEN018;Muschel dunkelblau;7x7mm;NEW;2023. 04. 28.;visible;;;/61419;5,00
#61418;EPEN013-DBLAU;Seestern dunkelblau;ca. 5mm;NEW;2023. 04. 28.;visible;;;/61418;4,25
#61417;EPEN009-DUNKELBLAU;Muschel emaille;ca. 8x8mm;NEW;2023. 04. 21.;visible;;;/61417;6,50
#61416;EP2651;Fisch glÃ¤nzend;10x6mm;NEW;2023. 03. 31.;visible;;;/61416;6,25
#61415;EP2650-GP;Sonnenstecker, goldplattiert (Set);Ã¸ca. 10mm;;;visible;;;/61415;10,25
#61414;EP2650;Sonnenstecker, Glanz, Ohrstecker (Set);Ã¸ca. 10mm;;;visible;;;/61414;8,50
#61413;EP2648;Platte mit offener Pfote, Glanz, Ohrstecker (Set);Ã¸ ca.11mm;NEW;2023. 03. 31.;visible;;347;/61413;5,50
#61412;EP2647-GP;Stern umrandet von kleinen Dreiecken, Goldplattiert, Ohrstecker (Set);HÃ¶he ca. 15mm;NEW;2023. 03. 31.;visible;;341;/61412;9,25
#61411;EP2647;Stern umrandet von kleinen Dreiecken, Glanz, Ohrstecker (Set);HÃ¶he ca. 15mm;NEW;2023. 03. 31.;visible;;341;/61411;6,25
#61410;EP2645-GP;Delfine;HÃ¶he ca. 8mm;NEW;2023. 03. 31.;visible;;;/61410;5,50
#61409;EP2642-GP;MÃ¶we;8x15mm;NEW;2023. 04. 28.;visible;;;/61409;6,50
#61408;EP2424-GP;Drahtspiel, Goldplattiert, GebÃ¼rstet, Ohrstecker (Set);HÃ¶he ca. 15mm;;;visible;;373,382;/61408;12,50
#61407;ES1140-GP,BLAUOPAL;Ohrstecker antikstil mit Opal;ca.10mm;;;visible;;223;/61407;11,50
#61406;ES1140-BLAUOPAL;Ohrstecker antikstil mit Opal;ca.10mm;;;visible;;223;/61406;9,50
#61403;ES1127-GP,TUERKIS;Blume mit TÃ¼rkis;11x11mm;;;visible;;;/61403;13,00
#61402;ES1127-GP,ROSA;Blume mit Perlmutt;11x11mm;;;visible;;;/61402;13,00
#61401;ES1127-GP,ONYX;Blume mit Onyx;11x11mm;;;visible;;;/61401;13,00
#61400;ES1127-GP,LAPIS;Blume mit Lapis;11x11mm;;;visible;;;/61400;13,00
#61399;ES1127-GP, KORALLE;Blume mit Koralle;11x11mm;;;visible;;;/61399;13,00
#61398;ES1139-ROSA;Rosa Perlmutt Herzschloss Ohrstecker;ca. 12 mm;;;visible;;;/61398;8,50
#61397;ES1139-LAPIS;Lapis Herzschloss Ohrstecker;HÃ¶he ca.12mm;;;visible;;;/61397;8,50
#61396;ES1139-KORALLE;Koralle Herzschloss Ohrstecker;HÃ¶he ca. 12mm;;;visible;;;/61396;8,50
#61395;ES1139-GP-ROSA;Rosa Perlmutt Herzschloss Stecker , Goldplattiert;HÃ¶he ca. 12mm;;;visible;;;/61395;9,75
#61394;ES1139-GP-LAPIS;Lapis Herzschloss Ohrstecker, Goldplattiert;HÃ¶he ca. 12mm;;;visible;;;/61394;9,75
#61393;PP3182-GP;Kompass;Ã¸15mm;;;visible;;;/61393;7,75
#61392;NP874ST;Halsreifen massiv;Anpassbar;;;visible;;;/61392;39,50
#61391;RS816-WH;Zirkonia Schlange mit Schwarzen Augen, Ring (Sale);Gr. 52, 54, 56, 60, 62;SALE;;visible;;;/61391;14,00
#61389;RS645-ONYX.JPEG;Schwarze Steine Ringe;52,54;;;visible;;;/61389;15,50
#61388;RS645-LAPIS.JPEG;Lapis Steine Ringe;52,54,64;;;visible;;;/61388;15,50
#61386;RS922-MONDSTEIN.JPEG;Mondstein;52,54,56,58,60,62,64;;;visible;;;/61386;12,00
#61385;RS922-LABRADORIT.JPEG;Labradorit;52,54,56,58,60,62,64;;;visible;;;/61385;15,50
#61384;RS915-MONDSTEIN;Mondstein;52,54,56,58,60,62;;;visible;;;/61384;12,00
#61383;RS915-LABRADORIT;Labradorit;52,54,56,58,60,62;;;visible;;;/61383;12,00
#61382;RS852-PERIDOT;Kugelring, Peridot;50,52,54,56,58,60,62,64;;;visible;;;/61382;6,25
#61381;RS852-ONYX;Kugelring, Onyx;48,50,52,54,56,58,60,62,64;;;visible;;;/61381;6,25
#61380;RS852-MONDSTEIN;Kugelring, Mondstein;50,52,54,56,58,60,62,64;;;visible;;;/61380;6,50
#61379;RS852-LABRADORIT;Kugelring, Labradorit;50,52,54,56,58,60,62,64;;;visible;;;/61379;6,25
#61378;RS852-GRANAT;Kugelring, Granat;50,52,54,56,58,60,62,64;;;visible;;;/61378;6,25
#61377;RS852-BLAUTOPAS;Kugelring, Blautopas;50,52,54,56,58,60,62,64;;;visible;;;/61377;6,25
#61376;RP1342-GP.JPEG;Welle, Seil, Zickzack;50,52,54,56,58,60,62,64;;;visible;;;/61376;14,00
#61375;RP1342.JPEG;Welle, Seil, Zickzack;50,52,54,56,58,60,62,64;;;visible;;;/61375;11,50
#61374;PP3193-OXI;Eule;23mm;NEW;;visible;;;/61374;11,50
#61373;PP3193;Eule;23mm;NEW;;visible;;;/61373;11,50
#61372;PP3192-OXI;LÃ¶we;32mm;NEW;;visible;;237;/61372;18,50
#61371;PP3192;LÃ¶we;32mm;NEW;;visible;;237;/61371;18,50
#61370;PP3191-OXI;Wolf;25mm;NEW;;visible;;237;/61370;12,75
#61369;PP3191;Wolf;ca. 25mm;NEW;;visible;;237;/61369;12,75
#61368;PP1743;Cupido;15mm;;;visible;;321;/61368;4,00
#61367;PP1501;FlÃ¼gel;ca. 22mm;;;visible;;;/61367;5,50
#61366;PP1197;LÃ¶we;ca. 22mm;;;visible;;237;/61366;9,50
#61365;HEN398C;Lederhose braun;ca. 13mm;;;visible;;314,9;/61365;9,50
#61364;HEN398B;Lederhose schwarz;ca. 13mm;;;visible;;314,9;/61364;9,50
#61363;HEN398A;Lederhose grÃ¼n;ca. 13mm;;;visible;;314,9;/61363;9,50
#61362;RS504-WH;Zirkonia Ring (Sale);Gr. 54, 60, 62;SALE;;visible;;;/61362;10,00
#61361;RP1149;Seilring;48,50,52,54,56,58,60,62,64;;;visible;;;/61361;4,00
#61360;ES1135-BLAU;Seepferdchen blau;ca. 9mm;NEW;;visible;;;/61360;5,00
#61359;ESZ002-ONYX;Onyxkugel;Ã¸14mm;SALE;;visible;;;/61359;5,00
#61358;EH189;Klappcreole klassisch;Ã¸9mm;;;visible;;;/61358;7,50
#61357;EH156;Klappkreole Rindenmuster;Ã¸12mm;;;visible;;;/61357;19,50
#61356;EH052-GEB;Klappcreole gebÃ¼rstet;ca. 15mm;;;visible;;;/61356;14,75
#61355;EP2211-G;;Ã˜: 6mm;;;visible;;;/61355;4,50
#61354;RS879-GEB-WH;Ring Walze gebÃ¼rstet mit Zirkonia;52,54,56,60;;;visible;;;/61354;25,50
#61353;RS734-TUERKIS;Bandring in TÃ¼rkis (Sale);Gr. 52, 54, 56, 58;SALE;;visible;;;/61353;5,00
#61352;RS734-PERLMUTT;Bandring in Perlmutt (Sale);Gr. 52, 54, 56, 58, 60, 62;SALE;;visible;;;/61352;5,00
#61351;RS734-ONYX+SHIVA;Bandring in Onyx+Shiva (Sale);Gr. 54, 58, 60;SALE;;visible;;;/61351;5,00
#61350;PP2234A-M;Engel;20mm;;;visible;;321;/61350;7,00
#61349;PS1245-OXI-BLK;Drache, Oxidiert, AnhÃ¤nger mit Schlaufe;42mm;;;visible;;;/61349;20,50
#61348;PSBLUME-R;Blume;11mm;SALE;;visible;;;/61348;2,00
#61347;PS486-ROSENQUARZ;Zahn in Rosenquarz, Kappe schrÃ¤g, AnhÃ¤nger (Sale);35mm;SALE;;visible;;;/61347;4,00
#61346;PS362-MIX;Pinkes Zirkonia, AnhÃ¤nger (Sale);ca. 20mm;SALE;;visible;;;/61346;10,00
#61345;PS355-MIX;Quadrat Zirkonia (Sale);ca. 22mm;SALE;;visible;;;/61345;8,00
#61344;PS348-MIX;Zirkonia AnhÃ¤nger, Braun (Sale);ca. 15x15mm;SALE;;visible;;;/61344;6,00
#61343;PS584-MIX-PERLMUTT;Zahn in Perlmutt, Dreieck Kappe mit Zirkonia, AnhÃ¤nger (Sale);HÃ¶he: ca. 29mm;SALE;;visible;;;/61343;4,00
#61341;PS-CP6151-RHO-WH;Kreuz mit Zirkonia, Rhodiniert;23mm;;;visible;;321;/61341;5,50
#61340;PS-CP3301-RHO-WH;Kreuz mit Zirkonia, AnhÃ¤nger mit Schlaufe;20mm;;;visible;;321;/61340;6,50
#61339;PS523-WH;Gold am Ende des Regenbogens, AnhÃ¤nger (Sale);ca. 15mm;SALE;;visible;;;/61339;4,00
#61338;PS829A-WH/BLK;Eule mit schwarzen Augen, AnhÃ¤nger mit Schlaufe (Sale);5,00mm;SALE;;visible;;1,347;/61338;5,00
#61336;PS457-WH;Frosch mit Gitarre, AnhÃ¤nger (Sale);22mm;SALE;;visible;;347;/61336;3,00
#61335;PS613-LB;FroschkÃ¶nig mit hellblauer Zirkonia (Sale);ca. 15mm;SALE;;visible;;;/61335;5,00
#61333;PS325-AM;Kreuz aus lila Zirkonia, AnhÃ¤nger (Sale);ca. 21mm;SALE;;visible;;321;/61333;6,00
#61331;PS1284-WH;Kreuz mit Zirkonia in der Mitte;30mm;;;visible;;321;/61331;7,00
#61330;PS694-WH;Herz mit Peace (Sale);18mm;SALE;;visible;;335;/61330;5,00
#61329;PS931-WH;Peace-Love SchlÃ¼ssel mit Zirkonia;ca. 43mm;;;visible;;;/61329;11,75
#61327;PS-CPS3931-RHO-WH;Knoten mit Zirkonia, Rhodiniert, AnhÃ¤nger mit Schlaufe;16mm;;;visible;;;/61327;5,50
#61326;PS-CPS5364-RHO-WH;Kreis im Kreis mit Zirkonia, Rhodiniert, AnhÃ¤nger mit Schlaufe;Ã¸23mm;;;visible;;;/61326;10,50
#61325;PS-CP6396-RHO-WH;3 Kreise mit Zirkonia, Rhodiniert;Ã¸25mm;;;visible;;;/61325;18,00
#61324;198P-WH;AnhÃ¤nger massiv mit Stein (Sale);ca. 46mm;SALE;;visible;;14,181,189,190,1,217,222,223,228,228,22,237,26,27,303,303,306,313,314,315,316,317,319,320,321,322,323,329,335,341,347,351,359,363,366,367,373,382,382,388,389,390,6,9;/61324;4,00
#61323;RSN23-MIX3;Offene Ring mit 4 Steine;S,M,L;SALE;;visible;;;/61323;16,50
#61322;RSN23-MIX2;Offene Ring mit 4 Steine;S;SALE;;visible;;306;/61322;16,50
#61321;RSN23-MIX;Offene Ring mit 4 Steine;S,M,L;SALE;;visible;;306;/61321;16,50
#61320;RS896-WH;Offener Ringe, Blume mit Zirkonia (Sale);Gr. 48, 56, 62, 64;SALE;;visible;;;/61320;4,00
#61319;RPN81;Drehring;54,56;SALE;;visible;;;/61319;10,00
#61317;RPN51-OXI;Drehring, Elefanten;64,67,70;SALE;;visible;;;/61317;10,00
#61314;HS504-WH;Blume;Ã¸20mm;;;visible;;9;/61314;7,00
#61313;HS430-WH;Blume;ca. 12mm;;;visible;;9;/61313;8,00
#61311;PS491-MIX;Horn;ca. 26mm;SALE;;visible;;;/61311;4,00
#61310;PS490-MIX2;Horn;HÃ¶he ca. 26mm;SALE;;visible;;;/61310;4,00
#61308;PS381-MIX;Zirkonia massiv;22mm;SALE;;visible;;;/61308;5,00
#61307;FIXPDHT678-PK;Herz;22mm;SALE;;visible;;;/61307;4,00
#61306;PP1767;Drachen;Ã¸27mm;;;visible;;;/61306;8,75
#61305;PP1532;Fische massiv;HÃ¶he ca. 18mm;;;visible;;;/61305;8,00
#61304;PP1268;Drachen;Ã¸20mm;;;visible;;;/61304;6,50
#61303;PP997;Peace mit Schlaufe, Matt;Ã¸29mm;;;visible;;;/61303;9,25
#61302;EHS10-CH;Klappcreole mit Stein;ca. 13mm;;;visible;;;/61302;5,00
#61300;CE-2602-RHO-WHCZ;Klappcreole beidseitig tragbar;Ã¸15mm;;;visible;;22,27,6;/61300;10,00
#61299;KLIP042;Ohrklip;21mm;;;visible;;;/61299;24,00
#61298;KLIP043-OXI;Ohrklips oxidiert;Ã¸17mm;;;visible;;;/61298;17,50
#61297;KLIP-043;Klipps;Ã¸17mm;;;visible;;;/61297;17,50
#61296;KLIP042-OXI;Ohrklips oxidiert;Ã¸21mm;;;visible;;;/61296;24,00
#61295;KLIP040-WH;Ohrklips mit Perle;18mm;;;visible;;317;/61295;21,50
#61294;KLIP018-SCR;Stern-Ohrklips gebÃ¼rstet;19mm;;;visible;;;/61294;12,50
#61293;KLIP018-M;Stern-Ohrklips;19 mm;;;visible;;;/61293;12,50
#61292;KLIP008-PERLE;Ohrklips mit Perle und Stein;15mm;;;visible;;317;/61292;16,50
#61291;KLIP001-PERLE;Ohrklips mit Perle;13mm;;;visible;;317;/61291;16,00
#61290;EH72-M;Klappcreole mattiert;HÃ¶he 15mm;;;visible;;;/61290;21,50
#61289;EH72-GEB;Klappcreole gebÃ¼rstet;HÃ¶he 15mm;;;visible;;;/61289;21,50
#61288;EH72-G;Klappcreole glÃ¤nzend;HÃ¶he 15mm;;;visible;;;/61288;21,50
#61287;EH-HE,478P;Sterncreole;19x19mm;;;visible;;;/61287;8,75
#61285;EH178-M;Klappcreole V;17mm;;;visible;;;/61285;14,50
#61284;EH168-G;Klappcreole;Ã¸14mm;;;visible;;;/61284;12,00
#61282;EH047;Klappcreole matt-glanz;Ã¸15mm;;;visible;;;/61282;9,50
#61281;EH168-M;Klappcreole;Ã¸14mm;;;visible;;;/61281;12,00
#61280;EH135;Klappcreole eckig;HÃ¶he 18mm;;;visible;;;/61280;14,50
#61279;EH-HE,23751P;Klappcreole;Ã¸10mm;SOLD OUT;;hidden;;;/61279;7,50
#61278;EH-HE,23071P;Klappcreole;Ã¸15mm;;;visible;;;/61278;15,75
#61277;EH69;Klappcreole;Ã¸16mm;;;visible;;;/61277;18,75
#61275;EH11-G;Klappcreole rund;14mm;;;visible;;;/61275;12,50
#61274;EH-HE,478P,GP;Sterncreole;19x19mm;;;visible;;;/61274;9,75
#61273;EH144;StÃ¤ngel, StÃ¶cke;HÃ¶he ca. 17mm;;;visible;;;/61273;26,50
#61272;EH11-M;Klappcreole rund;Ã¸14mm;;;visible;;;/61272;12,50
#61271;EH-HE,23744P;Klappcreole;Ã¸14mm;;;visible;;;/61271;15,50
#61270;EH108-G;Blumencreole massiv;20mm;;;visible;;;/61270;14,50
#61266;H1568;Golf;16mm;;;visible;;9;/61266;5,50
#61264;PS1311-PERLMUTT;Perlmuttblume mit fester Ã–se;ca. 11 mm;;;visible;;189;/61264;5,75
#61263;PS1311-GP-PERLMUTT;Perlmuttblume mit fester Ã–se, Goldplattiert;ca. 11mm;;;visible;;189;/61263;6,75
#61262;NS158-GP;Collier mit 3 Perlmuttblumen;42+3cm;SOLD OUT;;visible;;;/61262;39,50
#61261;NS158;Collier mit 3 Perlmuttblumen;42+3cm;SOLD OUT;;visible;;;/61261;32,50
#61260;ES1139-PERLMUTT;Perlmutt Herzschloss Ohrstecker;HÃ¶he ca. 12mm;;;visible;;;/61260;8,50
#61259;ES1139-PERLMUTT-GP;Perlmutt Herzschloss Ohrstecker, Goldplattiert;HÃ¶he 12mm;;;visible;;;/61259;9,75
#61258;ES1139-ONYX;Onyx Herzschloss Ohrstecker;HÃ¶he ca. 12mm;;;visible;;;/61258;8,50
#61257;ES1139-ONYX-GP;Onyx Herzschloss Ohrstecker, Goldplattiert;HÃ¶he ca. 12mm;;;visible;;;/61257;9,75
#61256;PS349-PK;Pink Zirkonia, GroÃŸer AnhÃ¤nger (Sale);ca. 15x20mm;SALE;;visible;;;/61256;5,00
#61255;EHS058-CH;Klappkreole Zirkonia;HÃ¶he: 18mm;;;visible;;;/61255;8,50
#61254;EHS058-PK;Klappkreole Zirkonia;HÃ¶he: 18mm;;;visible;;;/61254;8,50
#61253;RP1386.JPEG;Steuerrad;50,52,54,56,58,60,62;NEW;;visible;;;/61253;6,25
#61252;RPN39;Drehring;54,55,56,58,59,60,62,64;SALE;;visible;;;/61252;10,00
#61251;PP3215-GP;Stern umrandet von kleinen Dreiecken, Goldplattiert, AnhÃ¤nger mit Schlaufe (Set);25mm;NEW;;visible;;;/61251;10,50
#61250;PP3215;Stern umrandet von kleinen Dreiecken, Glanz, AnhÃ¤nger mit Schlaufe (Set);25mm;NEW;;visible;;;/61250;8,50
#61249;PP3214;Platte mit offener Pfote, Glanz,  AnhÃ¤nger mit Schlaufe (Set);HÃ¶he: ca.15mm;NEW;;visible;;347;/61249;5,50
#61248;PP3209-GP;Muschel mit Schlaufe, goldplattiert, AnhÃ¤nger (Set);17mm;NEW;;visible;;;/61248;7,00
#61247;PP3209;Muschel mit Schlaufe, AnhÃ¤nger (Set);17mm;NEW;;visible;;;/61247;5,50
#61246;PP3208;Welle im Kreis, AnhÃ¤nger mit Schlaufe;Ã˜: ca. 15 mm;;;visible;;;/61246;7,00
#61245;PP3207-GP;Maria oval mit Schlaufe;28mm;;;visible;;321;/61245;19,00
#61244;PP3207-1;Maria oval mit Schlaufe;28mm;;;visible;;321;/61244;16,00
#61243;PP3207;Maria oval mit Schlaufe;28mm;;;visible;;321;/61243;16,00
#61242;PP3205-GP;SonnenplÃ¤ttchen mit Schlaufe, goldplattiert, AnhÃ¤nger (Set);Ã¸13mm;;;visible;;316;/61242;8,00
#61241;PP3205;SonnenplÃ¤ttchen mit Schlaufe, AnhÃ¤nger (Set);Ã¸13mm;;;visible;;316;/61241;7,00
#61240;PP3197-GP;Ovales Ornament/Tropfenform mit KÃ¼gelchen, Goldplattiert, AnhÃ¤nger mit Schlaufe (Set);18mm;NEW;;visible;;329;/61240;7,75
